date,BAB_ret
2012-02-29,0.013596411529120264
2012-04-30,0.018611645788981706
2012-08-31,-0.003986380408482586
2012-11-30,0.0025737809799792743
2013-01-31,0.054299610398284175
2013-02-28,0.024436483890875996
2013-03-28,0.048447519497105004
2013-09-30,0.039617759895810234
2014-01-31,0.0067527084421569565
2014-02-28,0.029245541128563445
2014-04-30,-0.004257292193177822
2014-05-30,0.009307489177754723
2014-06-30,0.0151910636166971
2015-04-30,-0.01656223657109102
2015-08-31,-0.05731622321858082
2015-09-30,0.028030529010143555
2015-10-30,0.03458846227190868
2015-11-30,-0.0020130885604554565
2016-02-29,0.026367312329599015
2016-06-30,0.04012592597556583
2016-09-30,0.002549200465230562
2016-11-30,-0.002992365086004589
2016-12-30,0.025949665098847673
2017-02-28,0.02821557594089095
2017-06-30,0.002378101889022398
2017-08-31,-0.024334202273322305
2017-11-30,0.04979112909019581
2018-02-28,-0.03464236805870594
2018-08-31,0.06182804030317675
2018-11-30,0.020914025803355607
2019-01-31,0.04807164296812194
2019-02-28,0.026629688771668436
2019-09-30,-0.0006612818466433523
2020-01-31,0.04890105152443615
2020-04-30,-0.007915249583583861
2020-08-31,-0.008516739423604716
2020-09-30,-0.013592572558353947
2020-10-30,0.005779061499666721
2020-11-30,0.011735217286215044
2021-04-30,0.0631677574927731
2021-07-30,0.03685968762263446
2021-09-30,-0.06923844157380495
2022-01-31,-0.062469182599099185
2022-02-28,-0.038359763622040834
2022-06-30,-0.004074068572015879
2022-09-30,-0.05675460420472968
2022-11-30,0.024361297142793226
2022-12-30,-0.0286708937423966
2023-02-28,-0.015288291976891119
2023-06-30,0.0024803582446419337
2023-08-31,-0.01402953585863602
2023-11-30,0.03763927620964469
